metlocid,date_time,avg_airt3m,std_airt3m,min_airt3m,max_airt3m,n_airt3m,avg_airtdel3m1,std_airtdel3m1,min_airtdel3m1,max_airtdel3m1,n_airtdel3m1,n_comments
FRIM,12/7/93,-5.656949148,0.450609745,-6.91,-4.92,59,,,,,0,0
FRIM,12/8/93,-6.105069455,0.521513396,-6.91,-5.17,144,,,,,0,0
FRIM,12/9/93,-4.533055555,1.087708356,-6.56,-2.41,144,,,,,0,0
FRIM,12/10/93,-4.282083328,0.938973437,-6.5,-2.98,144,,,,,0,0
FRIM,12/11/93,-3.856250007,1.362009464,-6.37,-1.47,144,,,,,0,0
FRIM,12/12/93,-5.637986119,1.626716028,-8.75,-2.7,144,,,,,0,0
FRIM,12/13/93,-6.031111124,1.095790494,-7.76,-4.41,144,,,,,0,0
FRIM,12/14/93,-3.243263885,0.835503982,-4.92,-1.88,144,,,,,0,0
FRIM,12/15/93,-2.880138892,1.156957667,-4.82,0.14,144,,,,,0,0
FRIM,12/16/93,0.025902775,1.369006802,-2.68,1.49,144,,,,,0,0
FRIM,12/17/93,1.058263892,0.976874806,-1.05,5.21,144,,,,,0,0
FRIM,12/18/93,-0.68875,0.665963604,-2.15,0.91,144,,,,,0,0
FRIM,12/19/93,-0.97069444,1.597354301,-4.46,3.2,144,,,,,0,0
FRIM,12/20/93,-3.51923611,1.415560422,-5.25,0.05,144,,,,,0,0
FRIM,12/21/93,-6.886180563,0.726392554,-8.23,-5.28,144,,,,,0,0
FRIM,12/22/93,-4.309583322,3.199697728,-8.3,3.47,144,,,,,0,0
FRIM,12/23/93,-4.616666671,1.303996005,-6.94,-0.21,144,,,,,0,0
FRIM,12/24/93,-2.838263888,1.569003659,-6.73,0.21,144,,,,,0,0
FRIM,12/25/93,-2.915972224,1.069532481,-5.96,-1.36,144,,,,,0,0
FRIM,12/26/93,-2.285625009,1.263302215,-4.81,0.11,144,,,,,0,0
FRIM,12/27/93,-2.632847211,1.035696217,-4.65,0.46,144,,,,,0,0
FRIM,12/28/93,-4.524513884,0.901958113,-5.57,-2.79,144,,,,,0,0
FRIM,12/29/93,-3.066180551,1.238385479,-5.55,-0.95,144,,,,,0,0
FRIM,12/30/93,-0.367708331,1.212427326,-2.37,4.45,144,,,,,0,0
FRIM,12/31/93,-0.426527774,1.064602955,-2.46,2.5,144,,,,,0,0
FRIM,1/1/94,0.437777781,1.220764657,-2.33,3.37,144,,,,,0,0
FRIM,1/2/94,2.125069447,1.149571523,0.09,5.24,144,,,,,0,0
FRIM,1/3/94,-0.337361111,0.634077696,-2.02,1.41,144,,,,,0,0
FRIM,1/4/94,-1.163680552,0.793753361,-2.4,0.49,144,,,,,0,0
FRIM,1/5/94,-1.215486106,1.18960875,-3.62,2.46,144,,,,,0,0
FRIM,1/6/94,-2.670000011,0.897662101,-4.05,-1.26,73,,,,,0,0
FRIM,1/7/94,-0.781206896,0.831952002,-3.41,0.16,58,,,,,0,0
FRIM,1/8/94,-1.682013886,1.21197151,-4.26,0.59,144,,,,,0,0
FRIM,1/9/94,-0.324583335,1.192905531,-3.02,3.67,144,,,,,0,0
FRIM,1/10/94,0.609375004,1.721506996,-2.62,5.25,144,,,,,0,0
FRIM,1/11/94,-2.169791672,1.020386925,-4.11,1.92,144,,,,,0,0
FRIM,1/12/94,0.476477276,0.58828026,-1.19,2.4,88,,,,,0,0
FRIM,1/13/94,-1.344999976,1.759391086,-3.86,0.94,8,,,,,0,0
FRIM,1/14/94,-0.159999985,0.96387609,-1.53,1.49,8,,,,,0,0
FRIM,1/15/94,0.884999997,2.048497699,-1.9,3.27,8,,,,,0,0
FRIM,1/16/94,-2.719999995,1.211681255,-4.65,-0.22,8,,,,,0,0
FRIM,1/17/94,-2.25499998,0.730303276,-3.08,-1.13,8,,,,,0,0
FRIM,1/18/94,-1.69749999,0.482367643,-2.62,-1.23,8,,,,,0,0
FRIM,1/19/94,-1.553750023,0.927099002,-2.92,-0.62,8,,,,,0,0
FRIM,1/20/94,-1.706249965,1.14331517,-3.86,-0.24,8,,,,,0,0
FRIM,1/21/94,-2.328749992,1.114622766,-3.58,-0.57,8,,,,,0,0
FRIM,1/22/94,-2.777499974,0.426606202,-3.29,-1.97,8,,,,,0,0
FRIM,1/23/94,-1.31624998,1.936882104,-4.45,1.02,8,,,,,0,0
FRIM,1/24/94,-2.938749969,2.475505332,-6.07,0.9,8,,,,,0,0
FRIM,1/25/94,-3.054999977,1.112847039,-4.85,-1.51,8,,,,,0,0
FRIM,1/26/94,-4.17750001,1.409435034,-6.37,-2.82,8,,,,,0,0
FRIM,1/27/94,-2.134999949,1.34443825,-3.57,-0.09,8,,,,,0,0
FRIM,1/28/94,-2.561250024,1.203500149,-4.3,-0.82,8,,,,,0,0
FRIM,1/29/94,-8.026250064,2.156928707,-9.7,-3.92,8,,,,,0,0
FRIM,1/30/94,-8.586250067,1.433516579,-10.25,-6.61,8,,,,,0,0
FRIM,1/31/94,-6.12500006,0.701162297,-6.98,-5.21,8,,,,,0,0
FRIM,2/1/94,-6.726249993,1.920185409,-8.78,-4.03,8,,,,,0,0
FRIM,2/2/94,-3.527499959,1.617341246,-5.58,-1.75,8,,,,,0,0
FRIM,2/3/94,-5.536249995,0.964615934,-6.84,-3.94,8,,,,,0,0
FRIM,2/4/94,-5.436249942,1.168869297,-6.86,-3.99,8,,,,,0,0
FRIM,2/5/94,-6.336250007,1.443605869,-9.11,-5.01,8,,,,,0,0
FRIM,2/6/94,-6.388750076,0.807826784,-8.1,-5.57,8,,,,,0,0
FRIM,2/7/94,-10.16500008,2.839874294,-13.64,-6.26,8,,,,,0,0
FRIM,2/8/94,-9.232499838,5.096188041,-18.05,-4.11,8,,,,,0,0
FRIM,2/9/94,-6.123749942,1.594140381,-8.44,-3.16,8,,,,,0,0
FRIM,2/10/94,-10.23500001,1.796067175,-13.31,-8.29,8,,,,,0,0
FRIM,2/11/94,-14.91499984,4.84381199,-21.98,-9.9,8,,,,,0,0
FRIM,2/12/94,-11.0150001,1.822463073,-15.27,-9.31,8,,,,,0,0
FRIM,2/13/94,-13.68999994,6.777797762,-23.55,-7.91,8,,,,,0,0
FRIM,2/14/94,-10.60874993,2.973912427,-15.23,-6.77,8,,,,,0,0
FRIM,2/15/94,-14.02125013,4.568890168,-19.61,-8.09,8,,,,,0,0
FRIM,2/16/94,-8.588749945,2.581270015,-13.2,-5.31,8,,,,,0,0
FRIM,2/17/94,-11.02125007,4.591751551,-17.66,-5.51,8,,,,,0,0
FRIM,2/18/94,-15.1787498,4.889123224,-22.15,-9.98,8,,,,,0,0
FRIM,2/19/94,-12.74374986,1.441199398,-14.96,-10.5,8,,,,,0,0
FRIM,2/20/94,-18.75249958,3.01264354,-23.38,-15.32,8,,,,,0,0
FRIM,2/21/94,-21.3075,4.551962969,-27.09,-14.19,8,,,,,0,0
FRIM,2/22/94,-16.55749977,4.738518886,-26.46,-11.34,8,,,,,0,0
FRIM,2/23/94,-16.24750018,2.738522945,-22.18,-13.44,8,,,,,0,0
FRIM,2/24/94,-23.29500008,4.624991455,-28.95,-16.21,8,,,,,0,0
FRIM,2/25/94,-24.86124969,4.438962423,-30.17,-18.63,8,,,,,0,0
FRIM,2/26/94,-25.03499985,4.74268769,-30.97,-17.89,8,,,,,0,0
FRIM,2/27/94,-26.11500001,4.220050978,-31.37,-19.61,8,,,,,0,0
FRIM,2/28/94,-25.4849999,4.723824022,-31.18,-18.92,8,,,,,0,0
FRIM,3/1/94,-27.67124963,4.078562151,-32.17,-21.73,8,,,,,0,0
FRIM,3/2/94,-29.52125001,4.217471855,-34.41,-22.67,8,,,,,0,0
FRIM,3/3/94,-29.11000037,4.122433739,-33.33,-22.78,8,,,,,0,0
FRIM,3/4/94,-30.34500003,4.138961099,-35.39,-25.09,8,,,,,0,0
FRIM,3/5/94,-25.9087503,3.966089873,-31.09,-19.92,8,,,,,0,0
FRIM,3/6/94,-28.98749995,3.420666847,-33.85,-24.7,8,,,,,0,0
FRIM,3/7/94,-29.73625016,3.251899826,-34.91,-25.77,8,,,,,0,0
FRIM,3/8/94,-33.00250053,4.001099367,-38.08,-28.01,8,,,,,0,0
FRIM,3/9/94,-21.58375025,1.7042544,-24.46,-19.85,8,,,,,0,0
FRIM,3/10/94,-19.01374984,7.04313616,-30.74,-13.31,8,,,,,0,0
FRIM,3/11/94,-17.65124989,1.860648478,-20,-15.29,8,,,,,0,0
FRIM,3/12/94,-18.07625031,2.606266887,-22.34,-15.05,8,,,,,0,0
FRIM,3/13/94,-25.36749983,2.659622643,-28.38,-21.41,8,,,,,0,0
FRIM,3/14/94,-26.16749978,5.399991101,-32.85,-20.07,8,,,,,0,0
FRIM,3/15/94,-23.62125015,3.535398207,-31.58,-20.79,8,,,,,0,0
FRIM,3/16/94,-25.62874985,4.779869532,-33.35,-19.4,8,,,,,0,0
FRIM,3/17/94,-34.01874995,2.783905566,-36.65,-29.81,8,,,,,0,0
FRIM,3/18/94,-28.22375011,4.028502157,-37.04,-23.47,8,,,,,0,0
FRIM,3/19/94,-21.51999998,5.634493482,-32.22,-17.49,8,,,,,0,0
FRIM,3/20/94,-28.4749999,3.583385589,-33.01,-24.36,8,,,,,0,0
FRIM,3/21/94,-34.10874987,2.234050738,-37.26,-29.79,8,,,,,0,0
FRIM,3/22/94,-38.34249926,1.871246816,-40.51,-34.98,8,,,,,0,0
FRIM,3/23/94,-39.74500084,2.425418799,-42.47,-35.34,8,,,,,0,0
FRIM,3/24/94,-39.17250013,1.832366139,-41.2,-36.21,8,,,,,0,0
FRIM,3/25/94,-35.4712503,3.552983908,-40.44,-31.78,8,,,,,0,0
FRIM,3/26/94,-28.79124975,3.821542217,-32.8,-20.38,8,,,,,0,0
FRIM,3/27/94,-23.39125013,5.349572786,-31.5,-16.32,8,,,,,0,0
FRIM,3/28/94,-17.3599999,3.407215126,-25.42,-14.28,8,,,,,0,0
FRIM,3/29/94,-21.35249996,5.12427728,-29.81,-16.16,8,,,,,0,0
FRIM,3/30/94,-35.48750019,1.763971274,-38.31,-32.8,8,,,,,0,0
FRIM,3/31/94,-33.60624957,4.437260341,-38.92,-28.2,8,,,,,0,0
FRIM,4/1/94,-27.45749998,3.231672703,-30.57,-20.81,8,,,,,0,0
FRIM,4/2/94,-16.80124986,3.470180825,-20.83,-12.32,8,,,,,0,0
FRIM,4/3/94,-24.0712502,1.462546255,-25.75,-22.06,8,,,,,0,0
FRIM,4/4/94,-22.57875013,6.074712011,-27.77,-12.72,8,,,,,0,0
FRIM,4/5/94,-23.19999993,8.033911924,-31.58,-13.01,8,,,,,0,0
FRIM,4/6/94,-30.67624998,2.100359858,-33.35,-27.68,8,,,,,0,0
FRIM,4/7/94,-21.68624997,12.01117672,-34.63,-8.76,8,,,,,0,0
FRIM,4/8/94,-16.66874969,1.508105843,-18.72,-14.96,8,,,,,0,0
FRIM,4/9/94,-19.56375027,3.443112755,-25.06,-15.52,8,,,,,0,0
FRIM,4/10/94,-23.82999969,5.072226766,-28.89,-13.99,8,,,,,0,0
FRIM,4/11/94,-15.91874981,6.174170429,-26.16,-11.14,8,,,,,0,0
FRIM,4/12/94,-24.72000027,2.34395264,-28.12,-22.09,8,,,,,0,0
FRIM,4/13/94,-22.49500012,1.832142071,-25.62,-20.39,8,,,,,0,0
FRIM,4/14/94,-22.42375016,1.632621994,-24.46,-19.79,8,,,,,0,0
FRIM,4/15/94,-30.29624963,3.951646412,-34.26,-22.24,8,,,,,0,0
FRIM,4/16/94,-33.94125056,3.951092243,-38.83,-26.09,8,,,,,0,0
FRIM,4/17/94,-22.69124985,11.5772826,-39.68,-13.03,8,,,,,0,0
FRIM,4/18/94,-13.61249995,3.020084024,-16.1,-8.91,8,,,,,0,0
FRIM,4/19/94,-14.0450002,1.115322041,-16.04,-12.62,8,,,,,0,0
FRIM,4/20/94,-20.30250025,6.416413687,-29.99,-13.68,8,,,,,0,0
FRIM,4/21/94,-30.52374983,1.865046387,-32.85,-28.4,8,,,,,0,0
FRIM,4/22/94,-28.73624992,1.374813628,-31.18,-26.76,8,,,,,0,0
FRIM,4/23/94,-31.16374969,2.723621114,-34.31,-27.61,8,,,,,0,0
FRIM,4/24/94,-35.21124983,1.688393328,-37.49,-32.87,8,,,,,0,0
FRIM,4/25/94,-32.14374995,2.670045121,-36.35,-28.65,8,,,,,0,0
FRIM,4/26/94,-34.62375021,6.662959391,-40.14,-20.64,8,,,,,0,0
FRIM,4/27/94,-31.0562501,1.941530608,-32.8,-26.83,8,,,,,0,0
FRIM,4/28/94,-29.42499971,3.650667152,-33.76,-23.41,8,,,,,0,0
FRIM,4/29/94,-24.97874975,1.358185919,-26.43,-22.28,8,,,,,0,0
FRIM,4/30/94,-30.37624979,4.065221642,-35.63,-25.32,8,,,,,0,0
FRIM,5/1/94,-41.36625004,2.499787815,-43.72,-36.59,8,,,,,0,0
FRIM,5/2/94,-33.97999978,4.965118623,-38.08,-25.55,8,,,,,0,0
FRIM,5/3/94,-35.78624988,3.024830852,-39.56,-31.01,8,,,,,0,0
FRIM,5/4/94,-36.96374941,5.078720207,-41.48,-27.56,8,,,,,0,0
FRIM,5/5/94,-37.39624977,2.62955721,-41.16,-33.73,8,,,,,0,0
FRIM,5/6/94,-21.49750018,2.633909442,-23.58,-16.15,8,,,,,0,0
FRIM,5/7/94,-21.85249996,0.801921759,-23,-20.76,8,,,,,0,0
FRIM,5/8/94,-30.72250009,5.955090952,-37.38,-22.06,8,,,,,0,0
FRIM,5/9/94,-38.8462503,4.732797636,-42.47,-27.72,8,,,,,0,0
FRIM,5/10/94,-33.20624995,1.462003802,-35.39,-31.22,8,,,,,0,0
FRIM,5/11/94,-32.65999985,1.092781986,-34.58,-31.14,8,,,,,0,0
FRIM,5/12/94,-37.40750027,4.584345342,-43.68,-32.13,8,,,,,0,0
FRIM,5/13/94,-45.38875055,1.932189197,-47.52,-42.4,8,,,,,0,0
FRIM,5/14/94,-48.78625011,0.666267428,-49.51,-47.67,8,,,,,0,0
FRIM,5/15/94,-39.61249971,6.395103081,-48.95,-33.01,8,,,,,0,0
FRIM,5/16/94,-35.05999994,2.605647853,-38.89,-32.15,8,,,,,0,0
FRIM,5/17/94,-41.27749968,5.403051115,-47.32,-34.34,8,,,,,0,0
FRIM,5/18/94,-48.73250008,0.989050233,-49.8,-46.77,8,,,,,0,0
FRIM,5/19/94,-47.43000078,3.767947302,-51.52,-40.11,8,,,,,0,0
FRIM,5/20/94,-26.42250013,3.984106735,-33.52,-23.09,8,,,,,0,0
FRIM,5/21/94,-21.53125,1.963862778,-24.1,-18.38,8,,,,,0,0
FRIM,5/22/94,-25.62625027,2.617146314,-29.47,-22.52,8,,,,,0,0
FRIM,5/23/94,-26.35749972,8.692970565,-36.32,-15.7,8,,,,,0,0
FRIM,5/24/94,-40.48500013,2.004060754,-43.13,-37.64,8,,,,,0,0
FRIM,5/25/94,-44.41750002,0.599279578,-45.2,-43.44,8,,,,,0,0
FRIM,5/26/94,-26.71624994,10.16526613,-41.66,-17.46,8,,,,,0,0
FRIM,5/27/94,-32.02750015,3.319508362,-36.02,-26.29,8,,,,,0,0
FRIM,5/28/94,-31.73250031,6.369400207,-40.24,-24.14,8,,,,,0,0
FRIM,5/29/94,-41.75500059,1.269937758,-42.81,-38.74,8,,,,,0,0
FRIM,5/30/94,-32.04249978,1.60921174,-35.92,-31.01,8,,,,,0,0
FRIM,5/31/94,-39.34374952,4.399409022,-43.84,-31.07,8,,,,,0,0
FRIM,6/1/94,-36.0175004,5.168693687,-41.2,-28.7,8,,,,,0,0
FRIM,6/2/94,-35.87999964,4.834648827,-43.01,-29.71,8,,,,,0,0
FRIM,6/3/94,-46.72375011,2.541803709,-49.28,-42.4,8,,,,,0,0
FRIM,6/4/94,-38.99625039,5.753247447,-47.82,-31.03,8,,,,,0,0
FRIM,6/5/94,-26.65250039,5.898268034,-34.81,-17.75,8,,,,,0,0
FRIM,6/6/94,-21.8175,6.370447259,-33.15,-14.53,8,,,,,0,0
FRIM,6/7/94,-13.11374998,1.205842314,-15.01,-11.78,8,,,,,0,0
FRIM,6/8/94,-15.3612498,1.023459666,-17.02,-14.2,8,,,,,0,0
FRIM,6/9/94,-16.70999968,2.382069846,-20.02,-13.87,8,,,,,0,0
FRIM,6/10/94,-17.16375005,3.591585078,-21.82,-12.46,8,,,,,0,0
FRIM,6/11/94,-23.09249997,3.043182857,-27.65,-19.79,8,,,,,0,0
FRIM,6/12/94,-31.07625008,2.155225974,-33.9,-28.44,8,,,,,0,0
FRIM,6/13/94,-34.40249968,2.263074354,-36.7,-30.62,8,,,,,0,0
FRIM,6/14/94,-41.44999981,1.794985115,-43.4,-38.13,8,,,,,0,0
FRIM,6/15/94,-43.95125008,0.905844463,-44.55,-41.81,8,,,,,0,0
FRIM,6/16/94,-30.28500032,4.56397748,-37.9,-24.48,8,,,,,0,0
FRIM,6/17/94,-22.18250012,2.914788653,-26.53,-19,8,,,,,0,0
FRIM,6/18/94,-16.23624992,5.301083449,-24.93,-9.24,8,,,,,0,0
FRIM,6/19/94,-32.48000002,2.729923902,-35.63,-27.79,8,,,,,0,0
FRIM,6/20/94,-31.16625047,8.969691885,-37.43,-17.03,8,,,,,0,0
FRIM,6/21/94,-28.35749984,6.218233337,-34.31,-19.06,8,,,,,0,0
FRIM,6/22/94,-38.59750032,1.60015889,-40.54,-35.73,8,,,,,0,0
FRIM,6/23/94,-41.81750011,0.504543268,-42.47,-41.06,8,,,,,0,0
FRIM,6/24/94,-42.86999989,0.253602595,-43.32,-42.62,8,,,,,0,0
FRIM,6/25/94,-30.39374995,9.791451071,-43.44,-20.13,8,,,,,0,0
FRIM,6/26/94,-27.88750029,4.690052212,-31.5,-17.79,8,,,,,0,0
FRIM,6/27/94,-27.64375019,2.410619229,-31.5,-23.88,8,,,,,0,0
FRIM,6/28/94,-28.35874987,3.217978127,-31.87,-22.78,8,,,,,0,0
FRIM,6/29/94,-36.1187501,3.252909017,-40.08,-30.91,8,,,,,0,0
FRIM,6/30/94,-41.82249975,0.691121062,-42.51,-40.58,8,,,,,0,0
FRIM,7/1/94,-37.24000025,10.82702319,-43.76,-17.89,8,,,,,0,0
FRIM,7/2/94,-32.11999989,4.430668916,-35.37,-22.09,8,,,,,0,0
FRIM,7/3/94,-36.21250081,3.501668378,-38.4,-27.81,8,,,,,0,0
FRIM,7/4/94,-33.09374952,6.721969906,-38.71,-19.34,8,,,,,0,0
FRIM,7/5/94,-39.71749973,0.451054764,-40.31,-38.8,8,,,,,0,0
FRIM,7/6/94,-40.09124947,0.663075972,-40.89,-39.14,8,,,,,0,0
FRIM,7/7/94,-36.52874994,1.31240704,-38.02,-34.56,8,,,,,0,0
FRIM,7/8/94,-38.95874977,0.933984935,-39.88,-37.21,8,,,,,0,0
FRIM,7/9/94,-38.27750015,2.077111681,-40.04,-33.97,8,,,,,0,0
FRIM,7/10/94,-40.51749945,4.414728131,-46.39,-32.76,8,,,,,0,0
FRIM,7/11/94,-48.58375025,1.178872541,-49.86,-46.63,8,,,,,0,0
FRIM,7/12/94,-46.87625027,2.251113598,-49.51,-44.3,8,,,,,0,0
FRIM,7/13/94,-44.08250093,2.200004844,-46.11,-39.88,8,,,,,0,0
FRIM,7/14/94,-12.76749992,3.671779211,-20.13,-8.57,8,,,,,0,0
FRIM,7/15/94,-5.607499987,1.459429909,-7.58,-3.93,8,,,,,0,0
FRIM,7/16/94,-13.29625016,7.681058372,-24.19,-5.09,8,,,,,0,0
FRIM,7/17/94,-25.86874986,1.585095434,-28.01,-23.88,8,,,,,0,0
FRIM,7/18/94,-24.03624988,1.869186015,-25.6,-20.96,8,,,,,0,0
FRIM,7/19/94,-33.15749979,2.230174936,-35.16,-27.96,8,,,,,0,0
FRIM,7/20/94,-35.02125072,1.049672407,-36.65,-33.31,8,,,,,0,0
FRIM,7/21/94,-39.32250071,1.216185685,-40.99,-37.49,8,,,,,0,0
FRIM,7/22/94,-38.48125029,0.836018496,-40.18,-37.46,8,,,,,0,0
FRIM,7/23/94,-36.91499996,3.240256315,-39.81,-31.95,8,,,,,0,0
FRIM,7/24/94,-30.24374962,3.884555297,-34.88,-24.25,8,,,,,0,0
FRIM,7/25/94,-40.01000023,1.976267343,-42.4,-36.37,8,,,,,0,0
FRIM,7/26/94,-43.98000002,1.783671499,-46.39,-41.34,8,,,,,0,0
FRIM,7/27/94,-45.21624994,1.813213194,-46.48,-41.48,8,,,,,0,0
FRIM,7/28/94,-21.69625008,11.83063443,-41.66,-5.67,8,,,,,0,0
FRIM,7/29/94,-13.29749995,7.235625593,-24.22,-4.97,8,,,,,0,0
FRIM,7/30/94,-33.57999992,3.705478199,-38.28,-27.36,8,,,,,0,0
FRIM,7/31/94,-41.22250032,0.880271292,-42.36,-39.56,8,,,,,0,0
FRIM,8/1/94,-32.16375017,9.012806952,-43.16,-24.02,8,,,,,0,0
FRIM,8/2/94,-24.63625002,1.150614196,-25.57,-22.05,8,,,,,0,0
FRIM,8/3/94,-33.375,6.221724764,-39.75,-20.82,8,,,,,0,0
FRIM,8/4/94,-42.86250019,1.331977678,-44.59,-40.82,8,,,,,0,0
FRIM,8/5/94,-46.11874962,0.845550557,-47.27,-44.98,8,,,,,0,0
FRIM,8/6/94,-47.63374996,0.190333972,-47.88,-47.37,8,,,,,0,0
FRIM,8/7/94,-25.38625026,4.367561787,-32.73,-20.5,8,,,,,0,0
FRIM,8/8/94,-26.91750026,4.87653798,-34.86,-21.62,8,,,,,0,0
FRIM,8/9/94,-36.91125059,2.439855804,-40.31,-33.15,8,,,,,0,0
FRIM,8/10/94,-43.47874975,1.37742415,-45.03,-41.3,8,,,,,0,0
FRIM,8/11/94,-44.72749949,0.477425922,-45.6,-44.09,8,,,,,0,0
FRIM,8/12/94,-46.23124981,0.682001379,-47.17,-45.38,8,,,,,0,0
FRIM,8/13/94,-44.89750004,1.411622536,-46.68,-42.7,8,,,,,0,0
FRIM,8/14/94,-49.01749992,0.770208014,-49.62,-47.52,8,,,,,0,0
FRIM,8/15/94,-48.67374992,1.491307037,-49.57,-45.38,8,,,,,0,0
FRIM,8/16/94,-46.20749998,0.943983833,-47.17,-44.81,8,,,,,0,0
FRIM,8/17/94,-46.98250055,1.189894088,-48.46,-45.33,8,,,,,0,0
FRIM,8/18/94,-49.42374992,0.482551034,-50.15,-48.89,8,,,,,0,0
FRIM,8/19/94,-46.31875038,2.121626273,-49.74,-43.72,8,,,,,0,0
FRIM,8/20/94,-47.91499949,0.39989249,-48.51,-47.42,8,,,,,0,0
FRIM,8/21/94,-48.76124954,0.578111213,-49.39,-47.62,8,,,,,0,0
FRIM,8/22/94,-45.21499968,1.412161885,-47.22,-43.44,8,,,,,0,0
FRIM,8/23/94,-46.97999954,1.148900199,-48.46,-45.16,8,,,,,0,0
FRIM,8/24/94,-49.3187499,0.321533574,-49.68,-48.73,8,,,,,0,0
FRIM,8/25/94,-31.42749977,12.46755924,-48.89,-18.92,8,,,,,0,0
FRIM,8/26/94,-31.23125029,2.325808463,-34.36,-26.93,8,,,,,0,0
FRIM,8/27/94,-36.15250015,1.061773366,-37.26,-34.29,8,,,,,0,0
FRIM,8/28/94,-24.02750039,2.611243714,-27.79,-21.69,8,,,,,0,0
FRIM,8/29/94,-15.86124992,7.019284463,-30.17,-11.91,8,,,,,0,0
FRIM,8/30/94,-15.42750001,2.488457486,-18.63,-11.77,8,,,,,0,0
FRIM,8/31/94,-17.73124993,1.904936877,-19.4,-13.69,8,,,,,0,0
FRIM,9/1/94,-18.58375013,3.297180486,-22.36,-14.57,8,,,,,0,0
FRIM,9/2/94,-28.85750008,2.672269253,-31.37,-24.76,8,,,,,0,0
FRIM,9/3/94,-26.66125011,3.519048224,-34.29,-23.38,8,,,,,0,0
FRIM,9/4/94,-39.32625008,1.501046308,-40.89,-36.9,8,,,,,0,0
FRIM,9/5/94,-37.88125086,0.832868048,-39.02,-36.56,8,,,,,0,0
FRIM,9/6/94,-41.68875027,2.47067644,-44.13,-36.87,8,,,,,0,0
FRIM,9/7/94,-34.91875029,7.761760574,-40.78,-21.64,8,,,,,0,0
FRIM,9/8/94,-29.37749994,6.510834271,-33.95,-13.88,8,,,,,0,0
FRIM,9/9/94,-34.23999929,1.905811407,-37.58,-32.82,8,,,,,0,0
FRIM,9/10/94,-36.47500038,3.781125937,-40.14,-30.62,8,,,,,0,0
FRIM,9/11/94,-35.65999961,3.264575474,-39.78,-30.6,8,,,,,0,0
FRIM,9/12/94,-40.28124952,1.360792527,-41.55,-37.69,8,,,,,0,0
FRIM,9/13/94,-42.84124994,1.041008253,-43.68,-40.75,8,,,,,0,0
FRIM,9/14/94,-42.19625092,2.312678859,-44.68,-38.08,8,,,,,0,0
FRIM,9/15/94,-41.50249958,2.831565683,-44.94,-37.26,8,,,,,0,0
FRIM,9/16/94,-39.99624968,2.780965647,-43.68,-35.39,8,,,,,0,0
FRIM,9/17/94,-43.7987504,1.320394407,-45.11,-41.27,8,,,,,0,0
FRIM,9/18/94,-43.26625013,1.932688362,-45.51,-39.91,8,,,,,0,0
FRIM,9/19/94,-44.03499985,1.582375981,-46.06,-41.34,8,,,,,0,0
FRIM,9/20/94,-41.3262496,2.726849699,-44.98,-38.31,8,,,,,0,0
FRIM,9/21/94,-38.07499981,1.792292899,-39.91,-35.29,8,,,,,0,0
FRIM,9/22/94,-38.72250032,1.959415494,-40.99,-35.37,8,,,,,0,0
FRIM,9/23/94,-39.22374964,2.495034521,-42.1,-35.47,8,,,,,0,0
FRIM,9/24/94,-39.63374996,2.393060708,-42.43,-36.21,8,,,,,0,0
FRIM,9/25/94,-39.45375013,2.744104637,-42.85,-35.39,8,,,,,0,0
FRIM,9/26/94,-36.88000011,3.773654008,-41.06,-31.82,8,,,,,0,0
FRIM,9/27/94,-36.03499961,2.804185725,-39.62,-31.22,8,,,,,0,0
FRIM,9/28/94,-29.9537499,9.054968565,-41.38,-21.06,8,,,,,0,0
FRIM,9/29/94,-27.71125031,4.26835696,-33.45,-22.69,8,,,,,0,0
FRIM,9/30/94,-31.52750015,3.272368638,-35.81,-27.13,8,,,,,0,0
FRIM,10/1/94,-17.13874984,4.393457521,-22.17,-10.31,8,,,,,0,0
FRIM,10/2/94,-9.754999936,2.778483682,-15.59,-7.07,8,,,,,0,0
FRIM,10/3/94,-18.11625016,2.76539843,-21.03,-13.36,8,,,,,0,0
FRIM,10/4/94,-22.91249967,4.075704118,-27.49,-16.1,8,,,,,0,0
FRIM,10/5/94,-19.90375006,9.117084597,-30.86,-9.83,8,,,,,0,0
FRIM,10/6/94,-9.556249917,3.371921459,-14.23,-4.9,8,,,,,0,0
FRIM,10/7/94,-16.82875013,2.607015019,-19.44,-12.76,8,,,,,0,0
FRIM,10/8/94,-19.78250003,1.510636318,-22.61,-17.75,8,,,,,0,0
FRIM,10/9/94,-15.76249993,1.560080212,-18.19,-13.73,8,,,,,0,0
FRIM,10/10/94,-18.79250014,2.684403164,-23.55,-15.64,8,,,,,0,0
FRIM,10/11/94,-21.60249996,3.550725481,-25.45,-17.17,8,,,,,0,0
FRIM,10/12/94,-24.36125016,2.833319096,-28.18,-21.53,8,,,,,0,0
FRIM,10/13/94,-23.5162499,1.344650009,-26.48,-21.9,8,,,,,0,0
FRIM,10/14/94,-28.29124975,3.074784389,-31.91,-23.3,8,,,,,0,0
FRIM,10/15/94,-31.16499996,4.113506939,-35.94,-25.2,8,,,,,0,0
FRIM,10/16/94,-32.14500022,3.780869223,-36.65,-26.71,8,,,,,0,0
FRIM,10/17/94,-29.07249975,5.57609104,-36.35,-23.47,8,,,,,0,0
FRIM,10/18/94,-19.77124977,3.292165795,-24.22,-16.46,8,,,,,0,0
